date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:28:28	33254/33254	---M--	200	added ('OK')	application/pdf	etag:%2217c03b7-81e6-497f37e615e00%22	http://math.iisc.ac.in/~nmi/downloads/PS-PSFFWS.pdf	./math.iisc.ac.in/_nmi/downloads/PS-PSFFWS.pdf	(from http://math.iisc.ac.in/~nmi/PSFFWS.php)
10:28:29	17440/17440	---MC-	200	added ('OK')	text/html	date:Fri,%2020%20Jan%202017%2005:29:53%20GMT	http://math.iisc.ac.in/~nmi/MTLSWSOrgCom.php	./math.iisc.ac.in/_nmi/MTLSWSOrgCom.html	(from http://math.iisc.ac.in/~nmi/MTLSWS.php)
10:28:29	17854/17854	---MC-	200	added ('OK')	text/html	date:Fri,%2020%20Jan%202017%2005:29:53%20GMT	http://math.iisc.ac.in/~nmi/MTLSWSResourcePersons.php	./math.iisc.ac.in/_nmi/MTLSWSResourcePersons.html	(from http://math.iisc.ac.in/~nmi/MTLSWS.php)
10:28:30	17414/17414	---MC-	200	added ('OK')	text/html	date:Fri,%2020%20Jan%202017%2005:29:55%20GMT	http://math.iisc.ac.in/~nmi/MTLSWSdeadlines.php	./math.iisc.ac.in/_nmi/MTLSWSdeadlines.html	(from http://math.iisc.ac.in/~nmi/MTLSWS.php)
10:28:32	17264/17264	---MC-	200	added ('OK')	text/html	date:Fri,%2020%20Jan%202017%2005:29:55%20GMT	http://math.iisc.ac.in/~nmi/MTLSWSVenue.php	./math.iisc.ac.in/_nmi/MTLSWSVenue.html	(from http://math.iisc.ac.in/~nmi/MTLSWS.php)
10:28:32	310/310	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2020%20Jan%202017%2005:29:57%20GMT	http://math.iisc.ac.in/~nmi/downloads/MTLSWSnotice.pdf	./math.iisc.ac.in/_nmi/downloads/MTLSWSnotice.288.delayed	(from http://math.iisc.ac.in/~nmi/MTLSWS.php)
10:28:33	19391/19391	---MC-	200	added ('OK')	text/html	date:Fri,%2020%20Jan%202017%2005:29:57%20GMT	http://math.iisc.ac.in/~nmi/MPWSOrgCom.php	./math.iisc.ac.in/_nmi/MPWSOrgCom.html	(from http://math.iisc.ac.in/~nmi/MPWS.php)
10:28:35	17694/17694	---MC-	200	added ('OK')	text/html	date:Fri,%2020%20Jan%202017%2005:29:59%20GMT	http://math.iisc.ac.in/~nmi/MPWSResourcePersons.php	./math.iisc.ac.in/_nmi/MPWSResourcePersons.html	(from http://math.iisc.ac.in/~nmi/MPWS.php)
10:28:38	43943/43943	---M--	200	added ('OK')	application/pdf	etag:%2217c03be-aba7-498fc2da7e100%22	http://math.iisc.ac.in/~nmi/downloads/PS_MTLS.pdf	./math.iisc.ac.in/_nmi/downloads/PS_MTLS.pdf	(from http://math.iisc.ac.in/~nmi/MTLSWS.php)
10:28:39	22711/22711	---M--	200	added ('OK')	application/pdf	etag:%2217c0392-58b7-4926f2c979780%22	http://math.iisc.ac.in/~nmi/downloads/MPWS_PS.pdf	./math.iisc.ac.in/_nmi/downloads/MPWS_PS.pdf	(from http://math.iisc.ac.in/~nmi/MPWS.php)
10:28:40	17382/17382	---MC-	200	added ('OK')	text/html	date:Fri,%2020%20Jan%202017%2005:30:03%20GMT	http://math.iisc.ac.in/~nmi/MPWSdeadlines.php	./math.iisc.ac.in/_nmi/MPWSdeadlines.html	(from http://math.iisc.ac.in/~nmi/MPWS.php)
10:28:40	17248/17248	---MC-	200	added ('OK')	text/html	date:Fri,%2020%20Jan%202017%2005:30:04%20GMT	http://math.iisc.ac.in/~nmi/MPWSVenue.php	./math.iisc.ac.in/_nmi/MPWSVenue.html	(from http://math.iisc.ac.in/~nmi/MPWS.php)
10:28:42	18378/18378	---MC-	200	added ('OK')	text/html	date:Fri,%2020%20Jan%202017%2005:30:06%20GMT	http://math.iisc.ac.in/~nmi/SBMEEWSOrgCom.php	./math.iisc.ac.in/_nmi/SBMEEWSOrgCom.html	(from http://math.iisc.ac.in/~nmi/SBMEEWS.php)
10:28:43	17603/17603	---MC-	200	added ('OK')	text/html	date:Fri,%2020%20Jan%202017%2005:30:07%20GMT	http://math.iisc.ac.in/~nmi/SBMEEWSResourcePersons.php	./math.iisc.ac.in/_nmi/SBMEEWSResourcePersons.html	(from http://math.iisc.ac.in/~nmi/SBMEEWS.php)
